21,株式会社紅フーズコーポレーション,第2期オープニングSTAFF募集★オシャレ自由!!週1・短時間もOK◎,★_______________________ ￥r ￥n  新橋やきとん　浅草橋店 ￥r ￥n第2期オープニングスタッフ大募集!! ￥r ￥n￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣★ ￥r ￥n「おつかれさまですっ！」 ￥r ￥n ￥r ￥nお客様の乾杯の時は最高の笑顔で ￥r ￥nこう言うのが新橋やきとん流 ￥r ￥n ￥r ￥nお客様には楽しい時間を過ごしてほしい！ ￥r ￥nだからこそまずは自分が楽しまないと！ ￥r ￥n ￥r ￥n金髪だってピアスだってお洒落は何でもOK！ ￥r ￥nありのままのあなたで ￥r ￥n看板娘・息子になってほしい♪ ￥r ￥n ￥r ￥nオープニング2期生も大量募集予定！ ￥r ￥n一緒に楽しいバイトライフ送りましょう！ ￥r ￥nココで働いて絶対後悔させません◎ ￥r ￥n ￥r ￥n仕事内容 ￥r ￥n・お客様のご案内 ￥r ￥n・オーダー取り ￥r ￥n・料理やドリンクの提供　etc..,"◎週1/1日4h～OK！
￣￣￣￣￣￣￣￣￣￣
※時間や曜日については希望を聞きます
　面接時に、お気軽にご相談下さい

学校の行事やサークル、テスト等を
第一優先できるように
シフトのわがままは出来る限り叶えます◎

プライベートもバイトも楽しんで欲しいから！

9月にオープンしたて!!
￣￣￣￣￣￣￣￣￣￣￣
店舗もまだピカピカですよ★

など、勤務開始日・面接日のご相談は
お気軽にしてくださいね★"
22,株式会社ワールドインテック,*☆≪即~3月まで≫＼アトレ吉祥寺／スイーツ販売♪週払いOK★*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
23,株式会社ワールドインテック,*♪((●´▽｀)≪人気洋菓子店≫＼エキュート東京／未経験◎*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
24,株式会社ワールドインテック,*☆≪即~3月まで≫＼エキュート東京／スイーツ販売♪週払いOK★*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
25,株式会社ワールドインテック,*♪((●´▽｀)≪人気洋菓子店≫＼アトレ吉祥寺／未経験◎*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
26,株式会社ワールドインテック,*☆即日スタート≪アトレ吉祥寺≫有名スイーツ販売＊週払い有★*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
27,株式会社ワールドインテック,*☆即日スタート≪東京駅×有名スイーツ販売≫＊週払い有★*,*○●・・・・・・・・・・・・・・・ ￥r ￥n人気洋菓子shopで働く!! ￥r ￥n未経験でも活躍できるオシゴトです★ ￥r ￥n・・・・・・・・・・・・・・・●○* ￥r ￥n ￥r ￥n●仕事内容● ￥r ￥n・簡単な接客販売 ￥r ￥n・レジ業務 ￥r ￥n・商品の陳列/ディスプレイ ￥r ￥n・品出しなどのバックヤード業務 ￥r ￥n ￥r ￥n●ココがPOINT!!● ￥r ￥n・ティラミスで有名な洋菓子ブランド ￥r ￥n・未経験歓迎 ￥r ￥n・今だけ高時給 ￥r ￥n・駅チカ勤務 ￥r ￥n・憧れの百貨店勤務 ￥r ￥n・人気の短期スタッフ ￥r ￥n・20～30代の女性スタッフ活躍中♪* ￥r ￥n ￥r ￥n●まずは登録のみでもOK!!● ￥r ￥n登録会でアナタに合ったオシゴトをご紹介します。 ￥r ￥n興味のある仕事や譲れない待遇などありましたら ￥r ￥nお気軽にご相談ください(^^)/,"＜上記時間内でのシフト制＞
例：実働8時間/休憩1時間

・9:00～18:00
・12:00～21:00
・13:00～22:00　など★☆

ご希望のシフトお気軽にご相談ください☆★"
28,株式会社ファクト　東京,[日払い/単発1日～/登録のみOK]サンプリング、着ぐるみetc,大人気のイベントバイト！ ￥r ￥n日給１万円以上のオシゴトもたくさん☆ ￥r ￥n ￥r ￥nド短期1日～OK！ ￥r ￥nあなたの希望シフトで勤務OK！ ￥r ￥nまずは登録だけって方も歓迎◎ ￥r ￥n ￥r ￥n☆★☆人気案件☆★☆ ￥r ￥n・ニコニコ超会議のご案内 ￥r ￥n・大手就職説明会の受付 ￥r ￥n・コンパニオンさんと一緒にサンプリング ￥r ￥n ￥r ￥n■仕事内容 ￥r ￥n◎イベントや店舗担当の方と簡単なご挨拶 ￥r ￥n◎会場に来られたお客様のご案内・誘導 ￥r ￥n◎パンフレット等の配布、試供品の配布など ￥r ￥n◎工場内オペレーション業務 ￥r ￥n ￥r ￥n他にもお仕事多数同時募集中！ ￥r ￥n ￥r ￥n☆★☆POINT☆★☆ ￥r ￥n1.短期、日払いOKで働きたいときに効率よく高収入！ ￥r ￥n2.食事支給があったり、しっかりとした休憩で未経験でも安心スタート！,"休憩1,5時間　実働6,5時間
勤務場所により多少前後します！

※上記以外にも多数の時間帯アリ!!
アナタの希望の時間帯が見つかる♪

"
29,株式会社ファクト　東京,[日払い/単発1日～/登録のみOK]サンプリング、着ぐるみetc,大人気のイベントバイト！ ￥r ￥n日給１万円以上のオシゴトもたくさん☆ ￥r ￥n ￥r ￥nド短期1日～OK！ ￥r ￥nあなたの希望シフトで勤務OK！ ￥r ￥nまずは登録だけって方も歓迎◎ ￥r ￥n ￥r ￥n☆★☆人気案件☆★☆ ￥r ￥n・ニコニコ超会議のご案内 ￥r ￥n・大手就職説明会の受付 ￥r ￥n・コンパニオンさんと一緒にサンプリング ￥r ￥n ￥r ￥n■仕事内容 ￥r ￥n◎イベントや店舗担当の方と簡単なご挨拶 ￥r ￥n◎会場に来られたお客様のご案内・誘導 ￥r ￥n◎パンフレット等の配布、試供品の配布など ￥r ￥n◎工場内オペレーション業務 ￥r ￥n ￥r ￥n他にもお仕事多数同時募集中！ ￥r ￥n ￥r ￥n☆★☆POINT☆★☆ ￥r ￥n1.短期、日払いOKで働きたいときに効率よく高収入！ ￥r ￥n2.食事支給があったり、しっかりとした休憩で未経験でも安心スタート！,"休憩1,5時間　実働6,5時間
勤務場所により多少前後します！

※上記以外にも多数の時間帯アリ!!
アナタの希望の時間帯が見つかる♪

"
30,株式会社ファクト　東京,"憧れの""モデル・レースクイーンへ""MAX日給28000円★単発1日～OK",なんと！最高日給23 、000円♪* ￥r ￥n人気のイベント、キャンペーン、コンパニオン同時募集！ ￥r ￥n ￥r ￥n仕事内容 ￥r ￥nイベント会場やパチンコ店で ￥r ￥nお菓子のサンプリングや ￥r ￥nイベントを盛り上げるお仕事★ ￥r ￥n ￥r ￥n難しいことはなにもありません♪ ￥r ￥nあなたの笑顔で ￥r ￥nイベントを盛り上げてくれればOKです◎ ￥r ￥n ￥r ￥n▼お仕事流れはコチラ▼ ￥r ￥n(1)現地に集合 ￥r ￥n↓ ￥r ￥n(2)お仕事の会場に向かい、 ￥r ￥n↓ ￥r ￥n(3)当日流れの確認など、打合せを行います。 ￥r ￥n↓ ￥r ￥n(4)お仕事スタート！ ￥r ￥nお客さまに挨拶したり、 ￥r ￥nサンプリングやイベントの説明をお願いします★ ￥r ￥n↓ ￥r ￥n(5)実働は2時間程度！ ￥r ￥n終了時間になれば、現地にて解散です。,"休憩2時間　実働2時間！

★2～4時間勤務で日給8,000円以上～お仕事多数！
休憩もしっかりとれるので楽々♪

※上記以外にも多数の時間帯アリ!!
アナタの希望の時間帯が見つかる♪

◇ここがポイント◇
[1]日払い・週払いOK
[2]直行直帰OK
[3]交通費全額支給
[4]可愛いコスチュームが着れる
[5]未経験でも高時給スタート
[6]友達同士OK
など働きやすさばっちり♪

"
31,株式会社ファクト　東京,たった2hで日給8000円以上【日払い/単発1日OK】サンプリングetc,なんと！最高日給23 、000円♪* ￥r ￥n人気のイベント、キャンペーン、コンパニオン同時募集！ ￥r ￥n ￥r ￥n仕事内容 ￥r ￥nイベント会場やパチンコ店で ￥r ￥nお菓子のサンプリングや ￥r ￥nイベントを盛り上げるお仕事★ ￥r ￥n ￥r ￥n難しいことはなにもありません♪ ￥r ￥nあなたの笑顔で ￥r ￥nイベントを盛り上げてくれればOKです◎ ￥r ￥n ￥r ￥n▼お仕事流れはコチラ▼ ￥r ￥n(1)現地に集合 ￥r ￥n↓ ￥r ￥n(2)お仕事の会場に向かい、 ￥r ￥n↓ ￥r ￥n(3)当日流れの確認など、打合せを行います。 ￥r ￥n↓ ￥r ￥n(4)お仕事スタート！ ￥r ￥nお客さまに挨拶したり、 ￥r ￥nサンプリングやイベントの説明をお願いします★ ￥r ￥n↓ ￥r ￥n(5)実働は2時間程度！ ￥r ￥n終了時間になれば、現地にて解散です。,"休憩2時間　実働2時間！
※お仕事により異なります

★2～4時間勤務で日給8,000円以上～お仕事多数！
休憩もしっかりとれるので楽々！

"
32,株式会社ファクト　東京,たった2hで日給8000円以上【日払い/単発1日OK】サンプリングetc,なんと！最高日給23 、000円♪* ￥r ￥n人気のイベント、キャンペーン、コンパニオン同時募集！ ￥r ￥n ￥r ￥n仕事内容 ￥r ￥nイベント会場やパチンコ店で ￥r ￥nお菓子のサンプリングや ￥r ￥nイベントを盛り上げるお仕事★ ￥r ￥n ￥r ￥n難しいことはなにもありません♪ ￥r ￥nあなたの笑顔で ￥r ￥nイベントを盛り上げてくれればOKです◎ ￥r ￥n ￥r ￥n▼お仕事流れはコチラ▼ ￥r ￥n(1)現地に集合 ￥r ￥n↓ ￥r ￥n(2)お仕事の会場に向かい、 ￥r ￥n↓ ￥r ￥n(3)当日流れの確認など、打合せを行います。 ￥r ￥n↓ ￥r ￥n(4)お仕事スタート！ ￥r ￥nお客さまに挨拶したり、 ￥r ￥nサンプリングやイベントの説明をお願いします★ ￥r ￥n↓ ￥r ￥n(5)実働は2時間程度！ ￥r ￥n終了時間になれば、現地にて解散です。,"休憩2時間　実働2時間！
※お仕事により異なります

★2～4時間勤務で日給8,000円以上～お仕事多数！
休憩もしっかりとれるので楽々！

"
33,ほっともっと,【ランチ＆夜の時間帯できる方歓迎】未経験OK♪1日3h～週2日～OK,★おいしいお弁当の調理・接客・販売のお仕事★ ￥r ￥n～まずは、あなたに合ったお仕事から徐々にお任せします～ ￥r ￥n ￥r ￥n【接客ではココがPOINT！】 ￥r ￥n　カウンター越しでお客様とやり取りをするので ￥r ￥n　“笑顔”でニッコリが大切♪ ￥r ￥n　まずは元気に「いらっしゃいませ」から始めましょう!! ￥r ￥n　商品受け渡しの際は ￥r ￥n　“笑顔”と一緒に“まごころ”もお客様にお渡して下さいね★ ￥r ￥n ￥r ￥n【調理ではココがPOINT！】 ￥r ￥n　野菜の切り方や、炒め方等、「ほっともっと」なら ￥r ￥n　しっかりしたマニュアルがあるので ￥r ￥n　未経験でもスグに覚えられます♪ ￥r ￥n　 ￥r ￥n　種類豊富な店内で調理される出来立てのお弁当☆　 ￥r ￥n　家庭でも活かせる技術だって学べますよ★,"※平日/9:00～22:30
　土日/8:00～22:30

★★★全時間帯で大募集★★★

◎時間・曜日などはお気軽にご相談下さい♪

【主婦の方の場合…】
　『日中の空いている時間で、平日働きたい』
　朝から昼過ぎまで、夕方まで等
　無理なく、安心のシフトで働けます！

【学生さんの場合…】
　『平日の夕方からと、土日にしっかり働きたい！』
　授業と両立して楽しく働けます！

【フリーターさんの場合】
　『夢を追いかけながら、お仕事も頑張りたい』
　レギュラー勤務も大歓迎です
　自分の時間も大切にしながら働けます！"
34,ほっともっと,【ランチ＆夜の時間帯できる方歓迎】未経験OK♪1日3h～週2日～OK,★おいしいお弁当の調理・接客・販売のお仕事★ ￥r ￥n～まずは、あなたに合ったお仕事から徐々にお任せします～ ￥r ￥n ￥r ￥n【接客ではココがPOINT！】 ￥r ￥n　カウンター越しでお客様とやり取りをするので ￥r ￥n　“笑顔”でニッコリが大切♪ ￥r ￥n　まずは元気に「いらっしゃいませ」から始めましょう!! ￥r ￥n　商品受け渡しの際は ￥r ￥n　“笑顔”と一緒に“まごころ”もお客様にお渡して下さいね★ ￥r ￥n ￥r ￥n【調理ではココがPOINT！】 ￥r ￥n　野菜の切り方や、炒め方等、「ほっともっと」なら ￥r ￥n　しっかりしたマニュアルがあるので ￥r ￥n　未経験でもスグに覚えられます♪ ￥r ￥n　 ￥r ￥n　種類豊富な店内で調理される出来立てのお弁当☆　 ￥r ￥n　家庭でも活かせる技術だって学べますよ★,"★★★昼・夜･深夜できる方、特に歓迎★★★

◎時間・曜日などはお気軽にご相談下さい♪

【主婦の方の場合…】
　『日中の空いている時間で、平日働きたい』
　朝から昼過ぎまで、夕方まで等
　無理なく、安心のシフトで働けます！

【学生さんの場合…】
　『平日の夕方からと、土日にしっかり働きたい！』
　授業と両立して楽しく働けます！

【フリーターさんの場合】
　『夢を追いかけながら、お仕事も頑張りたい』
　レギュラー勤務も大歓迎です
　自分の時間も大切にしながら働けます！"
35,ほっともっと,【ランチ＆夜の時間帯できる方歓迎】未経験OK♪1日3h～週2日～OK,★おいしいお弁当の調理・接客・販売のお仕事★ ￥r ￥n～まずは、あなたに合ったお仕事から徐々にお任せします～ ￥r ￥n ￥r ￥n【接客ではココがPOINT！】 ￥r ￥n　カウンター越しでお客様とやり取りをするので ￥r ￥n　“笑顔”でニッコリが大切♪ ￥r ￥n　まずは元気に「いらっしゃいませ」から始めましょう!! ￥r ￥n　商品受け渡しの際は ￥r ￥n　“笑顔”と一緒に“まごころ”もお客様にお渡して下さいね★ ￥r ￥n ￥r ￥n【調理ではココがPOINT！】 ￥r ￥n　野菜の切り方や、炒め方等、「ほっともっと」なら ￥r ￥n　しっかりしたマニュアルがあるので ￥r ￥n　未経験でもスグに覚えられます♪ ￥r ￥n　 ￥r ￥n　種類豊富な店内で調理される出来立てのお弁当☆　 ￥r ￥n　家庭でも活かせる技術だって学べますよ★,"★★★全時間帯で大募集★★★

◎時間・曜日などはお気軽にご相談下さい♪

【主婦の方の場合…】
　『日中の空いている時間で、平日働きたい』
　朝から昼過ぎまで、夕方まで等
　無理なく、安心のシフトで働けます！

【学生さんの場合…】
　『平日の夕方からと、土日にしっかり働きたい！』
　授業と両立して楽しく働けます！

【フリーターさんの場合】
　『夢を追いかけながら、お仕事も頑張りたい』
　レギュラー勤務も大歓迎です
　自分の時間も大切にしながら働けます！"
